,Gender,Annual_Income,Dealer_Name,Company,Model,Engine,Color,Price_($),Body_Style,Claim_amount,City,Year,Month,Day
7773,Male,940000,Diehl Motor CO Inc,Saturn,SW,DoubleÃ‚Â Overhead Camshaft,Red,25000,Passenger,2500.0,Tukums,2022,Nov,8
7774,Male,13500,Enterprise Rent A Car,Volvo,C70,Overhead Camshaft,Black,17000,Hatchback,1700.0,Riga,2022,Nov,8
7775,Male,740000,McKinney Dodge Chrysler Jeep,Mitsubishi,Montero Sport,Overhead Camshaft,Black,42000,Hardtop,0.0,Liepaja,2022,Nov,8
7776,Male,835000,Hatfield Volkswagen,Cadillac,DeVille,DoubleÃ‚Â Overhead Camshaft,Red,22000,SUV,2200.0,Liepaja,2022,Nov,8
7777,Male,1010000,Iceberg Rentals,Jaguar,S-Type,Overhead Camshaft,Red,45000,Passenger,0.0,Ventspils,2022,Nov,8
7778,Male,623500,Nebo Chevrolet,Mitsubishi,Montero Sport,Overhead Camshaft,Red,29500,Hardtop,2950.0,Daugavpils,2022,Nov,8
7779,Male,13500,Motor Vehicle Branch Office,Ford,Contour,DoubleÃ‚Â Overhead Camshaft,Pale White,62000,Sedan,0.0,Riga,2022,Nov,8
7780,Male,442000,Nebo Chevrolet,Volkswagen,Jetta,DoubleÃ‚Â Overhead Camshaft,Black,22000,Passenger,0.0,Liepaja,2022,Nov,8
7781,Female,1190000,New Castle Ford Lincoln Mercury,Dodge,Ram Pickup,Overhead Camshaft,Pale White,21000,Hardtop,0.0,Liepaja,2022,Nov,8
7782,Female,1420000,Ryder Truck Rental and Leasing,Cadillac,Seville,Overhead Camshaft,Black,44000,Hardtop,0.0,Tukums,2022,Nov,8
7783,Female,550000,Pitre Buick-Pontiac-Gmc of Scottsdale,BMW,328i,DoubleÃ‚Â Overhead Camshaft,Black,16000,Sedan,0.0,Daugavpils,2022,Nov,8
7784,Female,736500,Progressive Shippers Cooperative Association No,Subaru,Outback,DoubleÃ‚Â Overhead Camshaft,Red,57500,SUV,0.0,Liepaja,2022,Nov,8
7785,Male,1400000,Rabun Used Car Sales,Buick,Park Avenue,DoubleÃ‚Â Overhead Camshaft,Pale White,62000,Hatchback,0.0,Liepaja,2022,Nov,8
7786,Female,447500,Race Car Help,Ford,Taurus,Overhead Camshaft,Black,69500,SUV,0.0,Riga,2022,Nov,8
7787,Female,13500,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Red,20000,SUV,0.0,Daugavpils,2022,Nov,8
7788,Female,1000000,Saab-Belle Dodge,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Black,28000,Hatchback,0.0,Riga,2022,Nov,8
7789,Male,13500,Scrivener Performance Engineering,Mercury,Grand Marquis,Overhead Camshaft,Pale White,16000,SUV,0.0,Riga,2022,Nov,8
7790,Female,13500,U-Haul CO,Mercedes-B,M-Class,Overhead Camshaft,Pale White,41000,Hardtop,0.0,Tukums,2022,Nov,8
7791,Male,13500,Suburban Ford,Dodge,Intrepid,Overhead Camshaft,Black,11000,Sedan,0.0,Ventspils,2022,Nov,8
7792,Male,855000,Tri-State Mack Inc,Nissan,Maxima,Overhead Camshaft,Pale White,22000,Sedan,0.0,Tukums,2022,Nov,8
7793,Male,1210000,U-Haul CO,Dodge,Avenger,DoubleÃ‚Â Overhead Camshaft,Red,22000,Passenger,0.0,Jelgava,2022,Nov,8
7794,Male,737500,Progressive Shippers Cooperative Association No,Chevrolet,Corvette,Overhead Camshaft,Pale White,22500,SUV,0.0,Ventspils,2022,Nov,8
7795,Male,700000,Hatfield Volkswagen,Saturn,LS,DoubleÃ‚Â Overhead Camshaft,Pale White,51000,Sedan,0.0,Daugavpils,2022,Nov,9
7796,Male,13500,Iceberg Rentals,Mercury,Mystique,DoubleÃ‚Â Overhead Camshaft,Red,29000,Passenger,0.0,Liepaja,2022,Nov,9
7797,Male,1325000,McKinney Dodge Chrysler Jeep,Subaru,Forester,Overhead Camshaft,Red,17500,Hatchback,0.0,Ventspils,2022,Nov,9
7798,Male,770000,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Black,69000,Sedan,0.0,Liepaja,2022,Nov,9
7799,Male,1110000,Nebo Chevrolet,Volkswagen,Golf,Overhead Camshaft,Pale White,17000,Hatchback,0.0,Jelgava,2022,Nov,9
7800,Male,380000,New Castle Ford Lincoln Mercury,Honda,Passport,DoubleÃ‚Â Overhead Camshaft,Black,26000,Hatchback,2600.0,Jelgava,2022,Nov,9
7801,Male,1175000,Pars Auto Sales,Volkswagen,Beetle,Overhead Camshaft,Red,21500,Hatchback,0.0,Jelgava,2022,Nov,9
7802,Male,1200000,Pitre Buick-Pontiac-Gmc of Scottsdale,Jaguar,S-Type,Overhead Camshaft,Red,21000,Passenger,0.0,Tukums,2022,Nov,9
7803,Female,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,Overhead Camshaft,Red,21000,Sedan,2100.0,Jelgava,2022,Nov,9
7804,Male,1370000,Rabun Used Car Sales,Nissan,Xterra,Overhead Camshaft,Red,31000,Passenger,0.0,Riga,2022,Nov,9
7805,Male,1433500,Race Car Help,Ford,Expedition,Overhead Camshaft,Black,18350,SUV,0.0,Jelgava,2022,Nov,9
7806,Male,1630000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Red,19000,Hatchback,0.0,Liepaja,2022,Nov,9
7807,Male,13500,Saab-Belle Dodge,Ford,Mustang,Overhead Camshaft,Red,43000,Hatchback,0.0,Jelgava,2022,Nov,9
7808,Male,586000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Pale White,31000,Hatchback,0.0,Tukums,2022,Nov,9
7809,Male,496000,U-Haul CO,Toyota,Celica,Overhead Camshaft,Pale White,14000,SUV,0.0,Riga,2022,Nov,9
7810,Male,1280000,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Pale White,46000,Passenger,0.0,Riga,2022,Nov,9
7811,Male,1635000,Rabun Used Car Sales,Mercury,Grand Marquis,Overhead Camshaft,Pale White,16500,SUV,0.0,Tukums,2022,Nov,9
7812,Male,13500,Race Car Help,Saab,03-Sep,DoubleÃ‚Â Overhead Camshaft,Black,23000,Sedan,0.0,Daugavpils,2022,Nov,9
7813,Male,795000,Ryder Truck Rental and Leasing,Mercedes-B,SLK,Overhead Camshaft,Pale White,17000,Passenger,0.0,Tukums,2022,Nov,9
7814,Male,470000,Rabun Used Car Sales,Ford,Ranger,Overhead Camshaft,Black,18000,Hardtop,0.0,Daugavpils,2022,Nov,9
7815,Male,477000,Scrivener Performance Engineering,Ford,Mustang,DoubleÃ‚Â Overhead Camshaft,Black,9000,Hatchback,0.0,Tukums,2022,Nov,9
7816,Male,605000,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Red,43000,Sedan,0.0,Daugavpils,2022,Nov,9
7817,Male,610000,Suburban Ford,Lincoln,Navigator,Overhead Camshaft,Pale White,33000,Sedan,0.0,Jelgava,2022,Nov,9
7818,Male,580000,Tri-State Mack Inc,Lexus,GS400,DoubleÃ‚Â Overhead Camshaft,Black,12000,Hatchback,0.0,Ventspils,2022,Nov,9
7819,Male,415000,U-Haul CO,Ford,Mustang,Overhead Camshaft,Red,25000,Hatchback,0.0,Riga,2022,Nov,9
7820,Male,1190000,Star Enterprises Inc,Infiniti,I30,DoubleÃ‚Â Overhead Camshaft,Red,15000,Hardtop,0.0,Daugavpils,2022,Nov,9
7821,Male,13500,U-Haul CO,Jeep,Grand Cherokee,Overhead Camshaft,Black,19000,SUV,0.0,Tukums,2022,Nov,9
7822,Male,357000,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,Overhead Camshaft,Black,85000,SUV,8500.0,Liepaja,2022,Nov,9
7823,Female,1110000,Rabun Used Car Sales,Oldsmobile,Bravada,DoubleÃ‚Â Overhead Camshaft,Red,19000,Hatchback,0.0,Tukums,2022,Nov,9
7824,Female,430000,Tri-State Mack Inc,Nissan,Pathfinder,Overhead Camshaft,Red,11001,Hardtop,0.0,Liepaja,2022,Nov,9
7825,Male,422000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Pale White,16001,Hardtop,0.0,Tukums,2022,Nov,9
7826,Female,13500,Capitol KIA,Volkswagen,Beetle,DoubleÃ‚Â Overhead Camshaft,Red,45001,Hardtop,0.0,Jelgava,2022,Nov,9
7827,Female,1753000,Scrivener Performance Engineering,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Pale White,19300,Passenger,0.0,Tukums,2022,Nov,9
7828,Male,1340000,Diehl Motor CO Inc,Dodge,Ram Pickup,Overhead Camshaft,Pale White,21001,Hardtop,0.0,Ventspils,2022,Nov,9
7829,Male,13500,Suburban Ford,Pontiac,Sunfire,DoubleÃ‚Â Overhead Camshaft,Black,18000,Sedan,0.0,Riga,2022,Nov,9
7830,Male,825000,Tri-State Mack Inc,Dodge,Durango,DoubleÃ‚Â Overhead Camshaft,Black,19000,SUV,0.0,Jelgava,2022,Nov,9
7831,Male,1050000,U-Haul CO,Jeep,Wrangler,DoubleÃ‚Â Overhead Camshaft,Black,60000,Hatchback,0.0,Ventspils,2022,Nov,9
7832,Male,632000,Buddy Storbeck's Diesel Service Inc,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Pale White,46000,Passenger,0.0,Liepaja,2022,Nov,9
7833,Male,13500,C & M Motors Inc,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Black,60000,Sedan,0.0,Ventspils,2022,Nov,9
7834,Male,580000,Clay Johnson Auto Sales,Mercedes-B,C-Class,Overhead Camshaft,Pale White,17000,Hatchback,0.0,Jelgava,2022,Nov,9
7835,Male,13500,Diehl Motor CO Inc,Oldsmobile,Silhouette,DoubleÃ‚Â Overhead Camshaft,Black,60000,Sedan,0.0,Jelgava,2022,Nov,9
7836,Female,1305000,Enterprise Rent A Car,Plymouth,Neon,DoubleÃ‚Â Overhead Camshaft,Pale White,27500,SUV,0.0,Liepaja,2022,Nov,9
7837,Male,13500,Gartner Buick Hyundai Saab,Honda,Accord,DoubleÃ‚Â Overhead Camshaft,Pale White,21000,Sedan,0.0,Tukums,2022,Nov,9
7838,Female,402000,Hatfield Volkswagen,Cadillac,Eldorado,Overhead Camshaft,Black,29000,Passenger,0.0,Riga,2022,Nov,9
7839,Male,627000,Iceberg Rentals,Volkswagen,Jetta,DoubleÃ‚Â Overhead Camshaft,Black,22000,Passenger,0.0,Riga,2022,Nov,9
7840,Male,380000,McKinney Dodge Chrysler Jeep,Dodge,Stratus,Overhead Camshaft,Red,37000,Hatchback,0.0,Riga,2022,Nov,9
7841,Male,631500,Motor Vehicle Branch Office,Hyundai,Sonata,Overhead Camshaft,Pale White,13500,SUV,0.0,Daugavpils,2022,Nov,9
7842,Male,1185000,Nebo Chevrolet,Dodge,Durango,DoubleÃ‚Â Overhead Camshaft,Black,24500,SUV,0.0,Riga,2022,Nov,9
7843,Female,1500000,New Castle Ford Lincoln Mercury,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Black,9000,Hatchback,0.0,Ventspils,2022,Nov,9
7844,Male,13500,Capitol KIA,Mercedes-B,M-Class,Overhead Camshaft,Red,25000,Hardtop,0.0,Daugavpils,2022,Nov,9
7845,Male,1540000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Pale White,19000,Passenger,1900.0,Riga,2022,Nov,9
7846,Female,13500,Progressive Shippers Cooperative Association No,Mercedes-B,C-Class,Overhead Camshaft,Pale White,12000,Hatchback,0.0,Tukums,2022,Nov,9
7847,Male,2385000,Rabun Used Car Sales,Mercedes-B,M-Class,Overhead Camshaft,Pale White,41500,Hardtop,0.0,Tukums,2022,Nov,9
7848,Male,2300000,Scrivener Performance Engineering,Chrysler,Concorde,DoubleÃ‚Â Overhead Camshaft,Pale White,46000,Hardtop,0.0,Daugavpils,2022,Nov,9
7849,Male,905000,Ryder Truck Rental and Leasing,Dodge,Intrepid,Overhead Camshaft,Black,11000,Sedan,1100.0,Ventspils,2022,Nov,9
7850,Male,526500,Saab-Belle Dodge,Hyundai,Elantra,Overhead Camshaft,Pale White,26500,Sedan,0.0,Tukums,2022,Nov,9
7851,Male,13500,Scrivener Performance Engineering,Mitsubishi,Diamante,Overhead Camshaft,Red,19000,Hatchback,0.0,Liepaja,2022,Nov,9
7852,Male,685000,Star Enterprises Inc,Lexus,GS400,DoubleÃ‚Â Overhead Camshaft,Pale White,31000,Hatchback,0.0,Jelgava,2022,Nov,9
7853,Male,1800000,Suburban Ford,Porsche,Carrera Cabrio,DoubleÃ‚Â Overhead Camshaft,Pale White,32000,Passenger,0.0,Tukums,2022,Nov,9
7854,Female,1515000,Tri-State Mack Inc,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Red,31500,Hatchback,0.0,Tukums,2022,Nov,9
7855,Male,1800000,U-Haul CO,Mercury,Sable,Overhead Camshaft,Red,61000,Sedan,0.0,Liepaja,2022,Nov,9
7856,Male,330000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÃ‚Â Overhead Camshaft,Black,21000,SUV,0.0,Jelgava,2022,Nov,9
7857,Male,1020000,C & M Motors Inc,Mercury,Villager,Overhead Camshaft,Pale White,14000,Passenger,0.0,Tukums,2022,Nov,9
7858,Male,1250000,Suburban Ford,Chrysler,Cirrus,DoubleÃ‚Â Overhead Camshaft,Red,12000,Passenger,0.0,Daugavpils,2022,Nov,9
7859,Male,566000,Tri-State Mack Inc,Volvo,C70,DoubleÃ‚Â Overhead Camshaft,Black,12000,Hatchback,1200.0,Tukums,2022,Nov,9
7860,Male,1360000,Scrivener Performance Engineering,Mercury,Cougar,Overhead Camshaft,Red,22000,Hatchback,0.0,Daugavpils,2022,Nov,10
7861,Male,900000,Star Enterprises Inc,Mercedes-B,SLK,Overhead Camshaft,Pale White,17000,Passenger,0.0,Daugavpils,2022,Nov,10
7862,Male,860000,Suburban Ford,Dodge,Durango,Overhead Camshaft,Pale White,27000,SUV,0.0,Jelgava,2022,Nov,10
7863,Female,1216000,Tri-State Mack Inc,Toyota,RAV4,Overhead Camshaft,Pale White,22600,Hatchback,0.0,Riga,2022,Nov,10
7864,Male,772500,U-Haul CO,Plymouth,Prowler,DoubleÃ‚Â Overhead Camshaft,Red,39500,Hatchback,0.0,Jelgava,2022,Nov,10
7865,Male,1001000,Progressive Shippers Cooperative Association No,Ford,Escort,Overhead Camshaft,Black,12100,Passenger,1210.0,Tukums,2022,Nov,10
7866,Male,715000,Rabun Used Car Sales,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Red,22000,Hatchback,0.0,Ventspils,2022,Nov,10
7867,Male,801000,Race Car Help,Saturn,LS,DoubleÃ‚Â Overhead Camshaft,Pale White,45000,Sedan,0.0,Ventspils,2022,Nov,10
7868,Male,876000,Ryder Truck Rental and Leasing,Volvo,S70,Overhead Camshaft,Black,22000,Hardtop,0.0,Jelgava,2022,Nov,10
7869,Male,1720000,Race Car Help,Dodge,Ram Pickup,DoubleÃ‚Â Overhead Camshaft,Pale White,45000,Hardtop,0.0,Liepaja,2022,Nov,10
7870,Male,451000,Chrysler of Tri-Cities,Mercury,Grand Marquis,DoubleÃ‚Â Overhead Camshaft,Black,9000,SUV,0.0,Liepaja,2022,Nov,10
7871,Male,453350,Chrysler Plymouth,Cadillac,Catera,DoubleÃ‚Â Overhead Camshaft,Pale White,75350,Hatchback,0.0,Jelgava,2022,Nov,10
7872,Male,895000,Classic Chevy,Pontiac,Bonneville,Overhead Camshaft,Red,11000,Hatchback,0.0,Tukums,2022,Nov,10
7873,Male,586000,Clay Johnson Auto Sales,Pontiac,Grand Am,DoubleÃ‚Â Overhead Camshaft,Pale White,26000,SUV,2600.0,Daugavpils,2022,Nov,10
7874,Male,13500,Diehl Motor CO Inc,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Red,16000,SUV,1600.0,Jelgava,2022,Nov,10
7875,Male,875000,Saab-Belle Dodge,Subaru,Forester,DoubleÃ‚Â Overhead Camshaft,Black,22000,Hardtop,0.0,Ventspils,2022,Nov,10
7876,Male,582500,Capitol KIA,Ford,Explorer,DoubleÃ‚Â Overhead Camshaft,Pale White,18500,Hatchback,0.0,Tukums,2022,Nov,10
7877,Male,485000,Chrysler of Tri-Cities,Saturn,SL,DoubleÃ‚Â Overhead Camshaft,Red,20000,SUV,0.0,Jelgava,2022,Nov,10
7878,Male,660000,Chrysler Plymouth,Chevrolet,Corvette,DoubleÃ‚Â Overhead Camshaft,Pale White,25000,SUV,0.0,Tukums,2022,Nov,10
7879,Male,1450000,Iceberg Rentals,Cadillac,Seville,Overhead Camshaft,Pale White,22001,Hardtop,0.0,Jelgava,2022,Nov,10
7880,Male,13500,Clay Johnson Auto Sales,Subaru,Outback,DoubleÃ‚Â Overhead Camshaft,Pale White,19001,SUV,0.0,Liepaja,2022,Nov,10
7881,Male,590000,Diehl Motor CO Inc,Buick,Park Avenue,Overhead Camshaft,Red,45001,Hatchback,0.0,Daugavpils,2022,Nov,10
7882,Male,1250000,McKinney Dodge Chrysler Jeep,Porsche,Carrera Coupe,DoubleÃ‚Â Overhead Camshaft,Red,22001,Hardtop,0.0,Ventspils,2022,Nov,10
7883,Male,13500,Gartner Buick Hyundai Saab,Chrysler,Sebring Coupe,DoubleÃ‚Â Overhead Camshaft,Red,19001,Sedan,1900.0,Jelgava,2022,Nov,10
7884,Male,13500,Enterprise Rent A Car,Dodge,Ram Pickup,Overhead Camshaft,Red,25000,Hardtop,0.0,Daugavpils,2022,Nov,10
7885,Male,1510000,Race Car Help,Dodge,Ram Van,DoubleÃ‚Â Overhead Camshaft,Black,60000,Hatchback,6000.0,Tukums,2022,Nov,10
7886,Female,585000,Hatfield Volkswagen,Nissan,Pathfinder,Overhead Camshaft,Black,22000,Hardtop,0.0,Liepaja,2022,Nov,10
7887,Male,3812000,Saab-Belle Dodge,Pontiac,Grand Prix,DoubleÃ‚Â Overhead Camshaft,Red,69200,Passenger,0.0,Jelgava,2022,Nov,10
7888,Male,1450000,Scrivener Performance Engineering,Ford,Windstar,Overhead Camshaft,Pale White,17000,Sedan,0.0,Liepaja,2022,Nov,10
7889,Male,1600000,Star Enterprises Inc,Chrysler,300M,DoubleÃ‚Â Overhead Camshaft,Black,26000,SUV,0.0,Jelgava,2022,Nov,10
7890,Male,1910000,McKinney Dodge Chrysler Jeep,Dodge,Ram Pickup,DoubleÃ‚Â Overhead Camshaft,Red,57000,Hardtop,0.0,Tukums,2022,Nov,10
7891,Male,1755000,Tri-State Mack Inc,Buick,Park Avenue,DoubleÃ‚Â Overhead Camshaft,Red,12500,Hatchback,0.0,Ventspils,2022,Nov,10
7892,Male,967000,U-Haul CO,Nissan,Xterra,DoubleÃ‚Â Overhead Camshaft,Black,26000,Passenger,0.0,Riga,2022,Nov,10
7893,Male,950000,Progressive Shippers Cooperative Association No,Volkswagen,Passat,DoubleÃ‚Â Overhead Camshaft,Red,13000,Hatchback,1300.0,Liepaja,2022,Nov,10
7894,Male,1400000,Rabun Used Car Sales,Ford,Crown Victoria,DoubleÃ‚Â Overhead Camshaft,Red,29000,Passenger,2900.0,Riga,2022,Nov,10
7895,Male,1450000,Race Car Help,Chevrolet,Metro,Overhead Camshaft,Red,37000,Passenger,0.0,Daugavpils,2022,Nov,10
7896,Male,640500,Ryder Truck Rental and Leasing,Plymouth,Neon,DoubleÃ‚Â Overhead Camshaft,Black,9500,SUV,0.0,Daugavpils,2022,Nov,10
7897,Male,454000,Saab-Belle Dodge,Mitsubishi,3000GT,DoubleÃ‚Â Overhead Camshaft,Black,39000,Sedan,0.0,Ventspils,2022,Nov,10
7898,Male,13500,C & M Motors Inc,Infiniti,I30,DoubleÃ‚Â Overhead Camshaft,Black,21000,Hardtop,0.0,Jelgava,2022,Nov,10
7899,Male,641000,Star Enterprises Inc,Dodge,Stratus,DoubleÃ‚Â Overhead Camshaft,Red,31000,Hatchback,0.0,Jelgava,2022,Nov,10
7900,Female,1155000,Ryder Truck Rental and Leasing,Nissan,Maxima,Overhead Camshaft,Pale White,22500,Sedan,0.0,Tukums,2022,Nov,11
7901,Male,882000,Saab-Belle Dodge,Oldsmobile,Intrigue,DoubleÃ‚Â Overhead Camshaft,Pale White,45000,SUV,0.0,Ventspils,2022,Nov,11
7902,Male,778000,Gartner Buick Hyundai Saab,Toyota,Sienna,DoubleÃ‚Â Overhead Camshaft,Pale White,26000,Passenger,0.0,Ventspils,2022,Nov,11
7903,Male,510000,Progressive Shippers Cooperative Association No,Nissan,Pathfinder,Overhead Camshaft,Black,22000,Hardtop,0.0,Tukums,2022,Nov,11
7904,Male,13500,Hatfield Volkswagen,Volkswagen,Jetta,DoubleÃ‚Â Overhead Camshaft,Red,33001,Passenger,0.0,Daugavpils,2022,Nov,11
7905,Male,13500,Iceberg Rentals,Dodge,Stratus,Overhead Camshaft,Red,25001,Hatchback,0.0,Ventspils,2022,Nov,11
7906,Male,606000,U-Haul CO,Mitsubishi,Montero,Overhead Camshaft,Black,16000,SUV,0.0,Riga,2022,Nov,11
7907,Male,537000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Overhead Camshaft,Red,20000,Passenger,0.0,Ventspils,2022,Nov,11
7908,Male,555000,Suburban Ford,Dodge,Intrepid,DoubleÃ‚Â Overhead Camshaft,Red,31000,Sedan,3100.0,Riga,2022,Nov,11
7909,Male,291000,Tri-State Mack Inc,Toyota,RAV4,DoubleÃ‚Â Overhead Camshaft,Pale White,27000,Hatchback,0.0,Tukums,2022,Nov,11
7910,Male,1180000,Scrivener Performance Engineering,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Red,19000,Hatchback,0.0,Riga,2022,Nov,12
7911,Female,13500,Star Enterprises Inc,Jaguar,S-Type,Overhead Camshaft,Red,45000,Passenger,0.0,Jelgava,2022,Nov,12
7912,Male,840000,Suburban Ford,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Black,19001,Passenger,0.0,Riga,2022,Nov,12
7913,Male,710000,Tri-State Mack Inc,Volkswagen,Cabrio,DoubleÃ‚Â Overhead Camshaft,Black,16001,Sedan,0.0,Jelgava,2022,Nov,12
7914,Male,1040000,U-Haul CO,Oldsmobile,Aurora,Overhead Camshaft,Red,34001,Passenger,0.0,Riga,2022,Nov,12
7915,Male,1550000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Red,34001,SUV,0.0,Daugavpils,2022,Nov,12
7916,Male,930000,C & M Motors Inc,Saturn,LS,DoubleÃ‚Â Overhead Camshaft,Pale White,45001,Sedan,0.0,Ventspils,2022,Nov,12
7917,Male,790000,Capitol KIA,Nissan,Frontier,Overhead Camshaft,Pale White,12001,Hatchback,0.0,Ventspils,2022,Nov,12
7918,Male,1040000,Chrysler of Tri-Cities,Mercury,Mountaineer,Overhead Camshaft,Red,21001,Hatchback,0.0,Jelgava,2022,Nov,12
7919,Male,1020000,Chrysler Plymouth,Ford,Taurus,DoubleÃ‚Â Overhead Camshaft,Black,12001,SUV,0.0,Jelgava,2022,Nov,12
7920,Male,670000,Classic Chevy,Chevrolet,Metro,DoubleÃ‚Â Overhead Camshaft,Black,31001,Passenger,0.0,Tukums,2022,Nov,12
7921,Male,790000,Iceberg Rentals,Saab,03-Sep,DoubleÃ‚Â Overhead Camshaft,Black,31000,Sedan,0.0,Riga,2022,Nov,12
7922,Male,514000,McKinney Dodge Chrysler Jeep,Lexus,LS400,Overhead Camshaft,Black,69000,Sedan,6900.0,Tukums,2022,Nov,12
7923,Male,13500,Motor Vehicle Branch Office,Volvo,S80,Overhead Camshaft,Red,25000,Sedan,0.0,Daugavpils,2022,Nov,12
7924,Male,529000,Nebo Chevrolet,Lincoln,Continental,Overhead Camshaft,Black,18000,Passenger,0.0,Riga,2022,Nov,12
7925,Male,484000,New Castle Ford Lincoln Mercury,Lincoln,Continental,Overhead Camshaft,Black,18000,Passenger,0.0,Ventspils,2022,Nov,12
7926,Male,675000,Race Car Help,Dodge,Ram Pickup,DoubleÃ‚Â Overhead Camshaft,Red,57000,Hardtop,0.0,Ventspils,2022,Nov,12
7927,Male,670000,Pitre Buick-Pontiac-Gmc of Scottsdale,Buick,Regal,DoubleÃ‚Â Overhead Camshaft,Black,19000,Passenger,0.0,Riga,2022,Nov,12
7928,Male,1625000,Enterprise Rent A Car,Pontiac,Firebird,Overhead Camshaft,Black,43501,Hardtop,0.0,Tukums,2022,Nov,12
7929,Male,410000,Rabun Used Car Sales,Chevrolet,Lumina,Overhead Camshaft,Red,12000,Passenger,0.0,Riga,2022,Nov,12
7930,Male,1275000,Iceberg Rentals,Toyota,Tacoma,DoubleÃ‚Â Overhead Camshaft,Pale White,53501,Hardtop,0.0,Riga,2022,Nov,12
7931,Male,13500,Ryder Truck Rental and Leasing,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Red,24000,Hatchback,0.0,Daugavpils,2022,Nov,12
7932,Male,1238000,McKinney Dodge Chrysler Jeep,Mitsubishi,3000GT,DoubleÃ‚Â Overhead Camshaft,Pale White,12801,Sedan,0.0,Ventspils,2022,Nov,12
7933,Male,1260000,Motor Vehicle Branch Office,Mitsubishi,Montero Sport,Overhead Camshaft,Red,29001,Hardtop,2900.0,Ventspils,2022,Nov,12
7934,Female,1585000,New Castle Ford Lincoln Mercury,Ford,Focus,Overhead Camshaft,Red,24501,Hardtop,0.0,Riga,2022,Nov,12
7935,Female,396000,Saab-Belle Dodge,Subaru,Forester,DoubleÃ‚Â Overhead Camshaft,Black,22001,Hardtop,0.0,Tukums,2022,Nov,12
7936,Female,686000,Tri-State Mack Inc,Volvo,S70,DoubleÃ‚Â Overhead Camshaft,Black,26001,Hardtop,0.0,Tukums,2022,Nov,12
7937,Male,750000,New Castle Ford Lincoln Mercury,Nissan,Pathfinder,DoubleÃ‚Â Overhead Camshaft,Pale White,75001,Hardtop,0.0,Tukums,2022,Nov,12
7938,Male,1180000,Progressive Shippers Cooperative Association No,Jeep,Grand Cherokee,Overhead Camshaft,Pale White,15001,SUV,0.0,Liepaja,2022,Nov,12
7939,Female,550000,Rabun Used Car Sales,Mercedes-B,SL-Class,Overhead Camshaft,Pale White,26001,Hardtop,0.0,Jelgava,2022,Nov,12
7940,Male,13500,Race Car Help,Nissan,Altima,DoubleÃ‚Â Overhead Camshaft,Red,21001,Hatchback,0.0,Liepaja,2022,Nov,12
7941,Female,1600000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÃ‚Â Overhead Camshaft,Black,9001,Hatchback,0.0,Ventspils,2022,Nov,12
7942,Female,795000,Race Car Help,Porsche,Carrera Coupe,DoubleÃ‚Â Overhead Camshaft,Red,22001,Hardtop,2200.0,Tukums,2022,Nov,12
7943,Female,13500,Rabun Used Car Sales,Acura,TL,DoubleÃ‚Â Overhead Camshaft,Black,23000,Hatchback,0.0,Riga,2022,Nov,12
7944,Male,13500,Tri-State Mack Inc,Volkswagen,Golf,DoubleÃ‚Â Overhead Camshaft,Red,35000,Hardtop,0.0,Daugavpils,2022,Nov,12
7945,Male,13500,Rabun Used Car Sales,Oldsmobile,Bravada,Overhead Camshaft,Black,36000,Hatchback,0.0,Ventspils,2022,Nov,12
7946,Male,900000,Race Car Help,Saturn,SW,DoubleÃ‚Â Overhead Camshaft,Red,25000,Passenger,0.0,Ventspils,2022,Nov,12
7947,Male,1500000,Ryder Truck Rental and Leasing,Oldsmobile,Bravada,Overhead Camshaft,Black,18000,Hatchback,0.0,Riga,2022,Nov,12
